Gene stable ID	Transcript stable ID	Transcript start (bp)	Transcript end (bp)	Transcription start site (TSS)	Transcript length (including UTRs and CDS)	Strand	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene % GC content	Gene name	Gene type
YGL138C	YGL138C_mRNA	248494	249531	249531	1038	-1	248494	249531	VII	34.20		protein_coding
YPR135W	YPR135W_mRNA	799234	802017	799234	2784	1	799234	802017	XVI	38.47	CTF4	protein_coding
YPL196W	YPL196W_mRNA	175043	175864	175043	822	1	175043	175864	XVI	40.15	OXR1	protein_coding
YLR099W-A	YLR099W-A_mRNA	341325	341588	341325	264	1	341325	341588	XII	52.27	MIM2	protein_coding
YLR126C	YLR126C_mRNA	394765	395520	395520	756	-1	394765	395520	XII	38.89		protein_coding
YHR007C-A	YHR007C-A_mRNA	122550	122765	122765	216	-1	122550	122765	VIII	39.35		protein_coding
YJL050W	YJL050W_mRNA	342522	345743	342522	3222	1	342522	345743	X	39.04	MTR4	protein_coding
YMR290W-A	YMR290W-A_mRNA	851422	851769	851422	348	1	851422	851769	XIII	32.76		protein_coding
YNL239W	YNL239W_mRNA	200569	201933	200569	1365	1	200569	201933	XIV	41.47	LAP3	protein_coding
YER178W	YER178W_mRNA	546817	548079	546817	1263	1	546817	548079	V	45.21	PDA1	protein_coding
Q0017	Q0017_mRNA	4254	4415	4254	162	1	4254	4415	Mito	29.01		protein_coding
YPL255W	YPL255W_mRNA	67725	68882	67725	1158	1	67725	68882	XVI	40.24	BBP1	protein_coding
YAL063C	YAL063C_mRNA	24000	27968	27968	3969	-1	24000	27968	I	44.65	FLO9	protein_coding
YJL104W	YJL104W_mRNA	227327	227776	227327	450	1	227327	227776	X	40.67	PAM16	protein_coding
YGL194C	YGL194C_mRNA	140368	141726	141726	1359	-1	140368	141726	VII	38.19	HOS2	protein_coding
YHR078W	YHR078W_mRNA	256360	258018	256360	1659	1	256360	258018	VIII	37.13		protein_coding
YDR091C	YDR091C_mRNA	626708	628534	628534	1827	-1	626708	628534	IV	37.38	RLI1	protein_coding
YJL037W	YJL037W_mRNA	376662	377336	376662	675	1	376662	377336	X	39.56	IRC18	protein_coding
YGR146C-A	YGR146C-A_mRNA	785276	785437	785437	162	-1	785276	785437	VII	40.74		protein_coding
YAL069W	YAL069W_mRNA	335	649	335	315	1	335	649	I	43.49		protein_coding
YNL308C	YNL308C_mRNA	54122	55897	55897	1776	-1	54122	55897	XIV	39.53	KRI1	protein_coding
YLR176C	YLR176C_mRNA	507797	510232	510232	2436	-1	507797	510232	XII	38.75	RFX1	protein_coding
YOR328W	YOR328W_mRNA	931803	936497	931803	4695	1	931803	936497	XV	41.09	PDR10	protein_coding
YKL125W	YKL125W_mRNA	208247	210130	208247	1884	1	208247	210130	XI	37.85	RRN3	protein_coding
YOR070C	YOR070C_mRNA	455907	457820	457820	1914	-1	455907	457820	XV	40.60	GYP1	protein_coding
YNL089C	YNL089C_mRNA	456693	457169	457169	477	-1	456693	457169	XIV	39.83		protein_coding
YMR134W	YMR134W_mRNA	537838	538551	537838	714	1	537838	538551	XIII	35.29	ERG29	protein_coding
YJR080C	YJR080C_mRNA	580432	581616	581616	1185	-1	580432	581616	X	38.82	AIM24	protein_coding
YDR391C	YDR391C_mRNA	1257358	1258056	1258056	699	-1	1257358	1258056	IV	40.49		protein_coding
YDR413C	YDR413C_mRNA	1294836	1295411	1295411	576	-1	1294836	1295411	IV	37.85		protein_coding
YOR126C	YOR126C_mRNA	559961	560677	560677	717	-1	559961	560677	XV	40.31	IAH1	protein_coding
YOR243C	YOR243C_mRNA	790211	792241	792241	2031	-1	790211	792241	XV	38.16	PUS7	protein_coding
YCR079W	YCR079W_mRNA	252845	254173	252845	1329	1	252845	254173	III	47.78	PTC6	protein_coding
YHL021C	YHL021C_mRNA	64462	65859	65859	1398	-1	64462	65859	VIII	40.41	AIM17	protein_coding
YDL022W	YDL022W_mRNA	411825	413000	411825	1176	1	411825	413000	IV	43.88	GPD1	protein_coding
YDL019C	YDL019C_mRNA	417663	421514	421514	3852	-1	417663	421514	IV	40.39	OSH2	protein_coding
YLR393W	YLR393W_mRNA	907079	907918	907079	840	1	907079	907918	XII	42.62	ATP10	protein_coding
YLR368W	YLR368W_mRNA	857540	859336	857540	1797	1	857540	859336	XII	36.89	MDM30	protein_coding
YGR255C	YGR255C_mRNA	1002523	1003962	1003962	1440	-1	1002523	1003962	VII	40.21	COQ6	protein_coding
YKL038W	YKL038W_mRNA	365605	369117	365605	3513	1	365605	369117	XI	42.36	RGT1	protein_coding
YNL071W	YNL071W_mRNA	491523	492971	491523	1449	1	491523	492971	XIV	45.41	LAT1	protein_coding
YLR143W	YLR143W_mRNA	427329	429386	427329	2058	1	427329	429386	XII	36.83	DPH6	protein_coding
YGL016W	YGL016W_mRNA	461666	464911	461666	3246	1	461666	464911	VII	35.71	KAP122	protein_coding
YER093C	YER093C_mRNA	343320	347612	347612	4293	-1	343320	347612	V	37.36	TSC11	protein_coding
YPL020C	YPL020C_mRNA	512313	514178	514178	1866	-1	512313	514178	XVI	34.67	ULP1	protein_coding
YDR096W	YDR096W_mRNA	637139	639823	637139	2685	1	637139	639823	IV	37.32	GIS1	protein_coding
YHR170W	YHR170W_mRNA	443828	445384	443828	1557	1	443828	445384	VIII	39.50	NMD3	protein_coding
YHR141C	YHR141C_mRNA	381990	382751	382751	321	-1	381990	382751	VIII	35.43	RPL42B	protein_coding
YGR208W	YGR208W_mRNA	911883	912812	911883	930	1	911883	912812	VII	40.97	SER2	protein_coding
YNL149C	YNL149C_mRNA	349367	349756	349756	390	-1	349367	349756	XIV	41.79	PGA2	protein_coding
YJL179W	YJL179W_mRNA	88787	89116	88787	330	1	88787	89116	X	34.24	PFD1	protein_coding
YER072W	YER072W_mRNA	302806	303195	302806	390	1	302806	303195	V	41.79	VTC1	protein_coding
YMR089C	YMR089C_mRNA	445609	448086	448086	2478	-1	445609	448086	XIII	39.99	YTA12	protein_coding
YJR153W	YJR153W_mRNA	722815	723900	722815	1086	1	722815	723900	X	40.98	PGU1	protein_coding
YBR101C	YBR101C_mRNA	443821	444693	444693	873	-1	443821	444693	II	38.14	FES1	protein_coding
YMR284W	YMR284W_mRNA	838187	839995	838187	1809	1	838187	839995	XIII	33.78	YKU70	protein_coding
YJL163C	YJL163C_mRNA	111666	113333	113333	1668	-1	111666	113333	X	41.43		protein_coding
YJL093C	YJL093C_mRNA	254737	256812	256812	2076	-1	254737	256812	X	39.74	TOK1	protein_coding
YOR193W	YOR193W_mRNA	710446	711576	710446	1131	1	710446	711576	XV	32.36	PEX27	protein_coding
YLR186W	YLR186W_mRNA	523632	524390	523632	759	1	523632	524390	XII	41.63	EMG1	protein_coding
YHR086W-A	YHR086W-A_mRNA	280231	280392	280231	162	1	280231	280392	VIII	46.91		protein_coding
YCL059C	YCL059C_mRNA	22429	23379	23379	951	-1	22429	23379	III	38.38	KRR1	protein_coding
YKL148C	YKL148C_mRNA	169207	171129	171129	1923	-1	169207	171129	XI	45.76	SDH1	protein_coding
YDL213C	YDL213C_mRNA	77289	77966	77966	678	-1	77289	77966	IV	42.18	NOP6	protein_coding
YNL192W	YNL192W_mRNA	276502	279897	276502	3396	1	276502	279897	XIV	36.84	CHS1	protein_coding
YPL246C	YPL246C_mRNA	84509	85297	85297	789	-1	84509	85297	XVI	43.85	RBD2	protein_coding
YJR114W	YJR114W_mRNA	638659	639051	638659	393	1	638659	639051	X	50.64		protein_coding
YMR245W	YMR245W_mRNA	758563	759183	758563	621	1	758563	759183	XIII	45.25		protein_coding
YGR174C	YGR174C_mRNA	845893	846405	846405	513	-1	845893	846405	VII	44.25	CBP4	protein_coding
YEL018C-A	YEL018C-A_mRNA	121455	121988	121988	534	-1	121455	121988	V	40.82		protein_coding
YDR339C	YDR339C_mRNA	1149951	1150520	1150520	570	-1	1149951	1150520	IV	38.77	FCF1	protein_coding
tN(GUU)N2	tN(GUU)N2_tRNA	632599	632672	632599	74	1	632599	632672	XIV	54.05		tRNA
YNL295W	YNL295W_mRNA	76946	78520	76946	1575	1	76946	78520	XIV	39.17	MRX6	protein_coding
YNL319W	YNL319W_mRNA	38642	39082	38642	441	1	38642	39082	XIV	32.20		protein_coding
YDR415C	YDR415C_mRNA	1297037	1298161	1298161	1125	-1	1297037	1298161	IV	40.44		protein_coding
YKL021C	YKL021C_mRNA	397344	398750	398750	1407	-1	397344	398750	XI	37.03	MAK11	protein_coding
YOL002C	YOL002C_mRNA	323411	324364	324364	954	-1	323411	324364	XV	37.11	IZH2	protein_coding
YMR077C	YMR077C_mRNA	421484	422149	422149	666	-1	421484	422149	XIII	35.29	VPS20	protein_coding
YNL334C	YNL334C_mRNA	12208	12876	12876	669	-1	12208	12876	XIV	39.61	SNO2	protein_coding
YEL076C	YEL076C_mRNA	4464	5114	5114	651	-1	4464	5114	V	43.78		protein_coding
YDL075W	YDL075W_mRNA	322226	322988	322226	342	1	322226	322988	IV	35.52	RPL31A	protein_coding
YMR203W	YMR203W_mRNA	668492	669655	668492	1164	1	668492	669655	XIII	41.58	TOM40	protein_coding
YOR332W	YOR332W_mRNA	943656	944357	943656	702	1	943656	944357	XV	43.02	VMA4	protein_coding
YJL172W	YJL172W_mRNA	97737	99467	97737	1731	1	97737	99467	X	41.31	CPS1	protein_coding
YPL189W	YPL189W_mRNA	189154	190983	189154	1830	1	189154	190983	XVI	37.76	GUP2	protein_coding
YPR034W	YPR034W_mRNA	639525	640958	639525	1434	1	639525	640958	XVI	44.70	ARP7	protein_coding
YIL070C	YIL070C_mRNA	230272	231072	231072	801	-1	230272	231072	IX	38.83	MAM33	protein_coding
YKL022C	YKL022C_mRNA	394726	397248	397248	2523	-1	394726	397248	XI	38.68	CDC16	protein_coding
YOR072W-B	YOR072W-B_mRNA	464469	464630	464469	162	1	464469	464630	XV	40.12		protein_coding
YGR032W	YGR032W_mRNA	548264	553951	548264	5688	1	548264	553951	VII	39.38	GSC2	protein_coding
YOL036W	YOL036W_mRNA	256745	259030	256745	2286	1	256745	259030	XV	41.64		protein_coding
YMR142C	YMR142C_mRNA	550206	551207	551207	600	-1	550206	551207	XIII	40.32	RPL13B	protein_coding
YAR018C	YAR018C_mRNA	170396	171703	171703	1308	-1	170396	171703	I	39.30	KIN3	protein_coding
YCR032W	YCR032W_mRNA	179520	186023	179520	6504	1	179520	186023	III	35.06	BPH1	protein_coding
YOR293C-A	YOR293C-A_mRNA	867998	868147	868147	150	-1	867998	868147	XV	34.67		protein_coding
YLL054C	YLL054C_mRNA	32673	35204	35204	2532	-1	32673	35204	XII	35.51		protein_coding
YOR326W	YOR326W_mRNA	925721	930445	925721	4725	1	925721	930445	XV	37.48	MYO2	protein_coding
YOR316C	YOR316C_mRNA	906236	907555	907555	1320	-1	906236	907555	XV	41.52	COT1	protein_coding
YML078W	YML078W_mRNA	111002	111550	111002	549	1	111002	111550	XIII	41.71	CPR3	protein_coding
YGR284C	YGR284C_mRNA	1060658	1061590	1061590	933	-1	1060658	1061590	VII	36.87	ERV29	protein_coding
YKL051W	YKL051W_mRNA	341312	342373	341312	1062	1	341312	342373	XI	42.56	SFK1	protein_coding
RNA170	RNA170_ncRNA	667288	667456	667456	169	-1	667288	667456	XIII	45.56		ncRNA
YPR189W	YPR189W_mRNA	912664	916962	912664	4299	1	912664	916962	XVI	36.57	SKI3	protein_coding
YOL042W	YOL042W_mRNA	249825	250916	249825	1092	1	249825	250916	XV	36.45	NGL1	protein_coding
YGL106W	YGL106W_mRNA	306560	307009	306560	450	1	306560	307009	VII	46.89	MLC1	protein_coding
YPR203W	YPR203W_mRNA	943880	944188	943880	309	1	943880	944188	XVI	42.07		protein_coding
YPR111W	YPR111W_mRNA	747306	749000	747306	1695	1	747306	749000	XVI	37.94	DBF20	protein_coding
YPL184C	YPL184C_mRNA	195950	197788	197788	1839	-1	195950	197788	XVI	38.34	MRN1	protein_coding
YDR045C	YDR045C_mRNA	547978	548310	548310	333	-1	547978	548310	IV	39.04	RPC11	protein_coding
YDR231C	YDR231C_mRNA	926293	926910	926910	618	-1	926293	926910	IV	47.57	COX20	protein_coding
YLR341W	YLR341W_mRNA	807385	808818	807385	1434	1	807385	808818	XII	34.17	SPO77	protein_coding
snR74	snR74_snoRNA	298138	298225	298138	88	1	298138	298225	XIII	31.82		snoRNA
YOR029W	YOR029W_mRNA	384600	384935	384600	336	1	384600	384935	XV	43.75		protein_coding
YGR252W	YGR252W_mRNA	996869	998188	996869	1320	1	996869	998188	VII	38.03	GCN5	protein_coding
YLR101C	YLR101C_mRNA	342566	342961	342961	396	-1	342566	342961	XII	38.13		protein_coding
YDL149W	YDL149W_mRNA	184925	187918	184925	2994	1	184925	187918	IV	37.21	ATG9	protein_coding
YNL024C-A	YNL024C-A_mRNA	586602	586820	586820	219	-1	586602	586820	XIV	40.18	KSH1	protein_coding
YKL007W	YKL007W_mRNA	429302	430108	429302	807	1	429302	430108	XI	38.41	CAP1	protein_coding
YMR283C	YMR283C_mRNA	835326	836867	836867	1542	-1	835326	836867	XIII	37.48	RIT1	protein_coding
YOR163W	YOR163W_mRNA	642741	643307	642741	567	1	642741	643307	XV	42.50	DDP1	protein_coding
YPR115W	YPR115W_mRNA	754877	758128	754877	3252	1	754877	758128	XVI	40.50	RGC1	protein_coding
YKL140W	YKL140W_mRNA	180779	182425	180779	1647	1	180779	182425	XI	37.46	TGL1	protein_coding
YKL117W	YKL117W_mRNA	220324	220974	220324	651	1	220324	220974	XI	40.71	SBA1	protein_coding
YIL132C	YIL132C_mRNA	99860	100501	100501	642	-1	99860	100501	IX	37.69	CSM2	protein_coding
YJL132W	YJL132W_mRNA	161914	164166	161914	2253	1	161914	164166	X	38.39		protein_coding
YPL087W	YPL087W_mRNA	383455	384408	383455	954	1	383455	384408	XVI	38.99	YDC1	protein_coding
tF(GAA)M	tF(GAA)M_tRNA	352280	352370	352280	73	1	352280	352370	XIII	49.45		tRNA
YPR049C	YPR049C_mRNA	661137	664673	664673	3537	-1	661137	664673	XVI	35.93	ATG11	protein_coding
YBR034C	YBR034C_mRNA	304930	305976	305976	1047	-1	304930	305976	II	40.59	HMT1	protein_coding
YNL009W	YNL009W_mRNA	614821	616083	614821	1263	1	614821	616083	XIV	36.42	IDP3	protein_coding
YDL104C	YDL104C_mRNA	273653	274876	274876	1224	-1	273653	274876	IV	39.13	QRI7	protein_coding
YIL017C	YIL017C_mRNA	318200	320965	320965	2766	-1	318200	320965	IX	37.64	VID28	protein_coding
tL(UAG)J	tL(UAG)J_tRNA	617919	618019	617919	82	1	617919	618019	X	45.54		tRNA
YHR049C-A	YHR049C-A_mRNA	207234	207530	207530	297	-1	207234	207530	VIII	40.40		protein_coding
YPR014C	YPR014C_mRNA	587189	587518	587518	330	-1	587189	587518	XVI	41.21		protein_coding
YLR068W	YLR068W_mRNA	271008	271463	271008	456	1	271008	271463	XII	37.72	FYV7	protein_coding
YHR131C	YHR131C_mRNA	365340	367892	367892	2553	-1	365340	367892	VIII	41.48		protein_coding
YIL057C	YIL057C_mRNA	247902	248396	248396	495	-1	247902	248396	IX	42.02	RGI2	protein_coding
YOR373W	YOR373W_mRNA	1036834	1039389	1036834	2556	1	1036834	1039389	XV	41.78	NUD1	protein_coding
YJL058C	YJL058C_mRNA	326242	327873	327873	1632	-1	326242	327873	X	37.38	BIT61	protein_coding
YDR203W	YDR203W_mRNA	857682	857999	857682	318	1	857682	857999	IV	38.36		protein_coding
YAL017W	YAL017W_mRNA	120225	124295	120225	4071	1	120225	124295	I	38.88	PSK1	protein_coding
YLR256W	YLR256W_mRNA	646415	650923	646415	4509	1	646415	650923	XII	41.36	HAP1	protein_coding
YMR211W	YMR211W_mRNA	689083	690510	689083	1428	1	689083	690510	XIII	37.39	DML1	protein_coding
YER018C	YER018C_mRNA	191959	192624	192624	666	-1	191959	192624	V	56.16	SPC25	protein_coding
tE(UUC)G1	tE(UUC)G1_tRNA	328583	328654	328583	72	1	328583	328654	VII	55.56	SOE1	tRNA
YPR170W-A	YPR170W-A_mRNA	883378	883563	883378	186	1	883378	883563	XVI	35.48		protein_coding
YNR028W	YNR028W_mRNA	676177	677103	676177	927	1	676177	677103	XIV	39.16	CPR8	protein_coding
YJL171C	YJL171C_mRNA	99704	100894	100894	1191	-1	99704	100894	X	41.23	TOH1	protein_coding
YPR169W-A	YPR169W-A_mRNA	883239	883457	883239	219	1	883239	883457	XVI	40.18		protein_coding
YDL145C	YDL145C_mRNA	194571	198176	198176	3606	-1	194571	198176	IV	39.93	COP1	protein_coding
YPL169C	YPL169C_mRNA	229039	230838	230838	1800	-1	229039	230838	XVI	40.28	MEX67	protein_coding
YIL105C	YIL105C_mRNA	167581	169641	169641	2061	-1	167581	169641	IX	37.80	SLM1	protein_coding
YBR261C	YBR261C_mRNA	734832	735530	735530	699	-1	734832	735530	II	48.64	TAE1	protein_coding
YOR260W	YOR260W_mRNA	813984	815720	813984	1737	1	813984	815720	XV	38.69	GCD1	protein_coding
YJL106W	YJL106W_mRNA	221390	223327	221390	1938	1	221390	223327	X	36.95	IME2	protein_coding
YLR362W	YLR362W_mRNA	849866	852019	849866	2154	1	849866	852019	XII	38.35	STE11	protein_coding
YML099W-A	YML099W-A_mRNA	74229	74558	74229	330	1	74229	74558	XIII	38.18		protein_coding
YER010C	YER010C_mRNA	172634	173338	173338	705	-1	172634	173338	V	41.13		protein_coding
YOR296W	YOR296W_mRNA	870202	874071	870202	3870	1	870202	874071	XV	36.90		protein_coding
YPL107W	YPL107W_mRNA	349119	349865	349119	747	1	349119	349865	XVI	41.90		protein_coding
YDL115C	YDL115C_mRNA	253995	255126	255126	1062	-1	253995	255126	IV	37.54	IWR1	protein_coding
YER081W	YER081W_mRNA	322686	324095	322686	1410	1	322686	324095	V	39.01	SER3	protein_coding
YLR131C	YLR131C_mRNA	404510	406822	406822	2313	-1	404510	406822	XII	40.86	ACE2	protein_coding
YJL156W-A	YJL156W-A_mRNA	126604	126825	126604	222	1	126604	126825	X	35.14		protein_coding
YLR099C	YLR099C_mRNA	339744	340928	340928	1185	-1	339744	340928	XII	46.50	ICT1	protein_coding
YHR001W	YHR001W_mRNA	106055	107368	106055	1314	1	106055	107368	VIII	39.95	OSH7	protein_coding
YNL029C	YNL029C_mRNA	577205	578773	578773	1569	-1	577205	578773	XIV	41.49	KTR5	protein_coding
YKR066C	YKR066C_mRNA	566113	567198	567198	1086	-1	566113	567198	XI	48.16	CCP1	protein_coding
YLR409C	YLR409C_mRNA	934414	937233	937233	2820	-1	934414	937233	XII	39.18	UTP21	protein_coding
YHR208W	YHR208W_mRNA	517532	518713	517532	1182	1	517532	518713	VIII	42.72	BAT1	protein_coding
YLL001W	YLL001W_mRNA	147890	150163	147890	2274	1	147890	150163	XII	37.82	DNM1	protein_coding
YIR033W	YIR033W_mRNA	416124	419465	416124	3342	1	416124	419465	IX	37.13	MGA2	protein_coding
YNL217W	YNL217W_mRNA	240331	241311	240331	981	1	240331	241311	XIV	40.47		protein_coding
YAL060W	YAL060W_mRNA	35155	36303	35155	1149	1	35155	36303	I	45.00	BDH1	protein_coding
YGL120C	YGL120C_mRNA	281634	283937	283937	2304	-1	281634	283937	VII	41.02	PRP43	protein_coding
tY(GUA)D	tY(GUA)D_tRNA	946312	946400	946312	75	1	946312	946400	IV	51.69	SUP2	tRNA
tE(CUC)I	tE(CUC)I_tRNA	197592	197663	197592	72	1	197592	197663	IX	58.33		tRNA
YDL073W	YDL073W_mRNA	326613	329567	326613	2955	1	326613	329567	IV	34.31	AHK1	protein_coding
YPL147W	YPL147W_mRNA	273255	275867	273255	2613	1	273255	275867	XVI	36.05	PXA1	protein_coding
YLR288C	YLR288C_mRNA	713480	714904	714904	1425	-1	713480	714904	XII	40.21	MEC3	protein_coding
YIR014W	YIR014W_mRNA	381086	381814	381086	729	1	381086	381814	IX	41.56		protein_coding
YBL100C	YBL100C_mRNA	36989	37303	37303	315	-1	36989	37303	II	43.49		protein_coding
YDR026C	YDR026C_mRNA	492556	494268	494268	1713	-1	492556	494268	IV	38.76	NSI1	protein_coding
YDR414C	YDR414C_mRNA	1295598	1296686	1296686	1089	-1	1295598	1296686	IV	37.10	ERD1	protein_coding
YML050W	YML050W_mRNA	173139	174074	173139	936	1	173139	174074	XIII	38.25	AIM32	protein_coding
YER111C	YER111C_mRNA	382595	385876	385876	3282	-1	382595	385876	V	34.55	SWI4	protein_coding
tF(GAA)N	tF(GAA)N_tRNA	374869	374959	374869	73	1	374869	374959	XIV	52.75		tRNA
YGL225W	YGL225W_mRNA	76894	77907	76894	1014	1	76894	77907	VII	40.04	VRG4	protein_coding
YOL132W	YOL132W_mRNA	71300	72715	71300	1416	1	71300	72715	XV	38.06	GAS4	protein_coding
YNL087W	YNL087W_mRNA	462411	465947	462411	3537	1	462411	465947	XIV	37.83	TCB2	protein_coding
YML069W	YML069W_mRNA	135500	137158	135500	1659	1	135500	137158	XIII	38.58	POB3	protein_coding
YPL160W	YPL160W_mRNA	246990	250262	246990	3273	1	246990	250262	XVI	39.38	CDC60	protein_coding
YGL070C	YGL070C_mRNA	374459	374827	374827	369	-1	374459	374827	VII	39.57	RPB9	protein_coding
YDR155C	YDR155C_mRNA	768512	769000	769000	489	-1	768512	769000	IV	48.26	CPR1	protein_coding
YDR011W	YDR011W_mRNA	465919	470424	465919	4506	1	465919	470424	IV	39.53	SNQ2	protein_coding
YDR236C	YDR236C_mRNA	935236	935892	935892	657	-1	935236	935892	IV	38.66	FMN1	protein_coding
YNL195C	YNL195C_mRNA	271523	272308	272308	786	-1	271523	272308	XIV	47.58		protein_coding
YBL027W	YBL027W_mRNA	168423	169376	168423	570	1	168423	169376	II	39.73	RPL19B	protein_coding
YNL291C	YNL291C_mRNA	84169	85815	85815	1647	-1	84169	85815	XIV	39.22	MID1	protein_coding
YMR073C	YMR073C_mRNA	412268	412873	412873	606	-1	412268	412873	XIII	39.11	IRC21	protein_coding
YPR020W	YPR020W_mRNA	599870	600217	599870	348	1	599870	600217	XVI	34.77	ATP20	protein_coding
YGR266W	YGR266W_mRNA	1022656	1024761	1022656	2106	1	1022656	1024761	VII	39.13		protein_coding
YMR143W	YMR143W_mRNA	551928	552903	551928	432	1	551928	552903	XIII	36.68	RPS16A	protein_coding
YML023C	YML023C_mRNA	226994	228664	228664	1671	-1	226994	228664	XIII	37.82	NSE5	protein_coding
YDL007W	YDL007W_mRNA	438047	439360	438047	1314	1	438047	439360	IV	39.12	RPT2	protein_coding
ITS2-1	ITS2-1_rRNA	455182	455413	455413	232	-1	455182	455413	XII	38.79		rRNA
YPL166W	YPL166W_mRNA	237338	237979	237338	642	1	237338	237979	XVI	34.11	ATG29	protein_coding
YGR204W	YGR204W_mRNA	905934	908774	905934	2841	1	905934	908774	VII	46.88	ADE3	protein_coding
YPR113W	YPR113W_mRNA	752257	752919	752257	663	1	752257	752919	XVI	43.59	PIS1	protein_coding
YPL062W	YPL062W_mRNA	431895	432299	431895	405	1	431895	432299	XVI	50.12		protein_coding
YPR199C	YPR199C_mRNA	938148	939032	939032	885	-1	938148	939032	XVI	38.98	ARR1	protein_coding
YDR028C	YDR028C_mRNA	497835	500879	500879	3045	-1	497835	500879	IV	39.05	REG1	protein_coding
YHR148W	YHR148W_mRNA	393534	394085	393534	552	1	393534	394085	VIII	38.59	IMP3	protein_coding
YLR364C-A	YLR364C-A_mRNA	855523	855645	855645	123	-1	855523	855645	XII	41.46		protein_coding
snR3	snR3_snoRNA	663749	663942	663749	194	1	663749	663942	X	38.14		snoRNA
YNR007C	YNR007C_mRNA	639182	640114	640114	933	-1	639182	640114	XIV	39.12	ATG3	protein_coding
YOR369C	YOR369C_mRNA	1028194	1028625	1028625	432	-1	1028194	1028625	XV	43.29	RPS12	protein_coding
YJL079C	YJL079C_mRNA	289875	290774	290774	900	-1	289875	290774	X	50.33	PRY1	protein_coding
Q0250	Q0250_mRNA	73758	74513	73758	756	1	73758	74513	Mito	26.72	COX2	protein_coding
YPR129W	YPR129W_mRNA	792687	793736	792687	1050	1	792687	793736	XVI	42.10	SCD6	protein_coding
YOR376W	YOR376W_mRNA	1043191	1043559	1043191	369	1	1043191	1043559	XV	43.90		protein_coding
YJL223C	YJL223C_mRNA	8776	9138	9138	363	-1	8776	9138	X	49.04	PAU1	protein_coding
YFR034C	YFR034C_mRNA	225020	225958	225958	939	-1	225020	225958	VI	54.21	PHO4	protein_coding
YOL097W-A	YOL097W-A_mRNA	136220	136405	136220	186	1	136220	136405	XV	39.78		protein_coding
YJL164C	YJL164C_mRNA	109966	111159	111159	1194	-1	109966	111159	X	39.78	TPK1	protein_coding
YML026C	YML026C_mRNA	222987	223828	223828	441	-1	222987	223828	XIII	37.89	RPS18B	protein_coding
YER149C	YER149C_mRNA	466208	467470	467470	1263	-1	466208	467470	V	40.14	PEA2	protein_coding
YIL004C	YIL004C_mRNA	347946	348505	348505	429	-1	347946	348505	IX	38.39	BET1	protein_coding
YLR235C	YLR235C_mRNA	611532	611930	611930	399	-1	611532	611930	XII	50.13		protein_coding
YJL067W	YJL067W_mRNA	314084	314434	314084	351	1	314084	314434	X	44.44		protein_coding
YAL055W	YAL055W_mRNA	42177	42719	42177	543	1	42177	42719	I	42.36	PEX22	protein_coding
YNL311C	YNL311C_mRNA	49397	51688	51688	2292	-1	49397	51688	XIV	36.21	SKP2	protein_coding
YKL207W	YKL207W_mRNA	48194	48955	48194	762	1	48194	48955	XI	43.57		protein_coding
YDL116W	YDL116W_mRNA	251566	253746	251566	2181	1	251566	253746	IV	36.73	NUP84	protein_coding
YLR191W	YLR191W_mRNA	537272	538432	537272	1161	1	537272	538432	XII	40.74	PEX13	protein_coding
YEL052W	YEL052W_mRNA	56571	58100	56571	1530	1	56571	58100	V	41.70	AFG1	protein_coding
YDR397C	YDR397C_mRNA	1266366	1266898	1266898	441	-1	1266366	1266898	IV	42.21	NCB2	protein_coding
tA(UGC)O	tA(UGC)O_tRNA	854187	854259	854259	73	-1	854187	854259	XV	60.27		tRNA
YGR270W	YGR270W_mRNA	1027370	1031509	1027370	4140	1	1027370	1031509	VII	38.36	YTA7	protein_coding
YLR311C	YLR311C_mRNA	757265	757612	757612	348	-1	757265	757612	XII	30.46		protein_coding
YOR314W-A	YOR314W-A_mRNA	904458	904568	904458	111	1	904458	904568	XV	32.43		protein_coding
YDR536W	YDR536W_mRNA	1508005	1509714	1508005	1710	1	1508005	1509714	IV	40.29	STL1	protein_coding
YMR297W	YMR297W_mRNA	861922	863520	861922	1599	1	861922	863520	XIII	46.47	PRC1	protein_coding
YFR018C	YFR018C_mRNA	183131	184222	184222	1092	-1	183131	184222	VI	52.20		protein_coding
YEL060C	YEL060C_mRNA	40046	41953	41953	1908	-1	40046	41953	V	46.75	PRB1	protein_coding
YMR200W	YMR200W_mRNA	664752	665522	664752	771	1	664752	665522	XIII	40.21	ROT1	protein_coding
YER189W	YER189W_mRNA	571155	571523	571155	369	1	571155	571523	V	40.11		protein_coding
RDN5-5	RDN5-5_rRNA	485697	485815	485697	119	1	485697	485815	XII	52.94		rRNA
YOR380W	YOR380W_mRNA	1051290	1052930	1051290	1641	1	1051290	1052930	XV	44.00	RDR1	protein_coding
YLR074C	YLR074C_mRNA	281956	282456	282456	501	-1	281956	282456	XII	47.70	BUD20	protein_coding
YER185W	YER185W_mRNA	559454	560365	559454	912	1	559454	560365	V	37.39	PUG1	protein_coding
YDL052C	YDL052C_mRNA	362672	363583	363583	912	-1	362672	363583	IV	42.32	SLC1	protein_coding
YGL204C	YGL204C_mRNA	111700	112005	112005	306	-1	111700	112005	VII	35.29		protein_coding
YMR232W	YMR232W_mRNA	736926	738959	736926	2034	1	736926	738959	XIII	34.02	FUS2	protein_coding
